302,309,
300,311,
302,312,
304,313,
305,313,
306,315,
307,316,
308,318,
308,320,
308,322,
308,323,
307,324,
306,324,
305,325,
301,324,
299,325,
298,325,
297,326,
297,327,
299,333,
300,336,
300,340,
300,341,
300,342,
305,351,
305,351,
307,358,
307,360,
308,362,
310,364,
311,366,
312,366,
314,366,
321,365,
322,366,
324,366,
327,365,
329,365,
330,366,
331,367,
332,368,
333,368,
334,367,
335,367,
336,364,
337,363,
339,361,
340,360,
341,359,
341,358,
340,353,
340,353,
341,352,
342,352,
344,352,
350,351,
360,351,
363,351,
364,352,
365,353,
366,354,
367,355,
369,355,
377,355,
380,356,
383,356,
393,356,
395,356,
395,356,
396,357,
397,358,
397,359,
397,361,
397,363,
396,365,
396,365,
397,366,
398,367,
399,368,
401,369,
402,369,
404,369,
407,369,
409,369,
410,370,
411,371,
411,372,
412,375,
412,376,
412,377,
411,378,
411,379,
411,380,
416,383,
420,390,
425,394,
439,404,
443,405,
443,405,
444,404,
445,403,
446,403,
447,403,
448,404,
448,404,
450,407,
450,408,
451,412,
451,413,
459,420,
460,422,
461,424,
461,426,
461,427,
461,430,
462,434,
463,436,
464,437,
465,438,
466,439,
477,444,
479,445,
480,444,
481,444,
483,441,
483,441,
484,440,
486,440,
486,440,
487,440,
489,441,
492,444,
497,450,
498,452,
498,453,
500,459,
501,460,
502,462,
522,475,
523,475,
525,475,
527,474,
528,474,
529,475,
530,475,
531,477,
532,477,
533,478,
534,478,
535,477,
538,474,
538,473,
540,472,
540,471,
541,471,
541,469,
540,464,
540,463,
541,462,
542,459,
543,458,
543,455,
542,454,
541,452,
541,451,
539,451,
539,451,
538,450,
537,450,
535,449,
534,449,
534,448,
537,437,
537,436,
537,435,
543,429,
544,426,
546,421,
547,420,
547,419,
552,414,
558,416,
559,417,
560,418,
560,420,
561,420,
562,419,
563,418,
564,418,
565,418,
569,417,
570,417,
570,417,
573,413,
573,413,
574,412,
576,411,
577,411,
577,411,
578,412,
579,412,
583,416,
586,417,
590,418,
591,419,
593,420,
596,422,
598,422,
599,423,
600,423,
603,422,
607,422,
609,422,
610,422,
618,433,
620,435,
621,435,
629,440,
629,441,
630,442,
631,444,
633,456,
634,457,
634,458,
636,459,
643,461,
645,462,
646,462,
647,464,
648,468,
649,470,
653,473,
656,474,
657,475,
659,477,
659,479,
666,476,
668,476,
669,478,
670,479,
671,481,
672,482,
673,483,
678,485,
688,493,
698,496,
701,498,
707,508,
708,510,
704,515,
698,519,
675,528,
673,530,
671,533,
672,534,
673,535,
673,538,
671,541,
665,545,
663,547,
663,550,
664,553,
666,556,
673,564,
676,569,
679,575,
681,581,
682,597,
681,604,
679,611,
674,617,
669,620,
663,622,
656,625,
647,634,
637,640,
635,641,
634,644,
636,646,
643,650,
644,651,
646,654,
647,655,
648,655,
651,654,
653,655,
657,657,
658,659,
659,666,
671,691,
670,701,
668,706,
666,704,
666,701,
668,697,
668,693,
668,691,
653,665,
648,659,
620,640,
613,632,
619,624,
621,624,
622,621,
624,619,
626,615,
624,612,
617,603,
616,600,
616,597,
617,596,
620,595,
624,593,
621,592,
615,592,
612,591,
610,589,
606,581,
606,579,
607,577,
609,577,
611,581,
611,583,
612,586,
612,586,
619,584,
619,582,
616,581,
613,578,
610,575,
609,573,
607,573,
605,576,
601,576,
597,575,
593,576,
592,573,
589,570,
586,568,
583,570,
576,566,
574,562,
575,558,
574,558,
572,558,
573,554,
570,552,
566,551,
562,550,
561,553,
560,553,
558,551,
556,552,
555,553,
555,554,
554,556,
551,556,
543,555,
541,556,
539,561,
541,559,
542,559,
550,571,
551,574,
556,581,
557,584,
560,585,
568,588,
572,588,
575,590,
578,593,
580,596,
583,594,
583,599,
583,602,
581,603,
581,605,
585,609,
586,617,
586,625,
583,631,
578,631,
570,628,
563,625,
559,622,
560,622,
561,622,
562,623,
565,623,
561,621,
559,620,
557,618,
557,622,
545,616,
540,615,
527,617,
523,617,
520,615,
517,612,
512,606,
493,588,
491,586,
490,585,
486,584,
485,583,
484,576,
491,566,
492,564,
496,562,
498,561,
499,561,
500,563,
501,561,
507,553,
508,552,
505,548,
509,544,
515,541,
520,539,
520,538,
515,537,
513,538,
511,539,
509,542,
506,543,
505,541,
506,537,
509,533,
515,531,
517,529,
518,526,
517,524,
514,523,
512,521,
511,517,
515,519,
517,519,
520,520,
519,518,
517,517,
514,515,
513,514,
512,513,
511,512,
508,512,
511,510,
510,509,
509,508,
508,508,
509,505,
510,503,
512,502,
514,500,
508,485,
507,483,
503,479,
502,480,
497,474,
492,466,
487,460,
478,459,
478,453,
474,448,
467,445,
462,444,
445,427,
428,419,
425,417,
404,409,
403,409,
401,410,
400,410,
399,409,
398,407,
395,408,
394,407,
392,405,
388,404,
390,400,
387,394,
381,389,
376,387,
376,389,
378,389,
379,390,
382,392,
376,391,
367,385,
361,384,
356,384,
327,376,
321,375,
318,376,
316,377,
313,377,
310,377,
307,375,
306,372,
305,370,
302,369,
303,371,
304,372,
300,369,
292,364,
290,361,
290,358,
288,356,
285,355,
283,354,
282,352,
282,349,
282,348,
278,348,
279,345,
279,343,
278,341,
278,339,
280,336,
283,332,
285,329,
286,327,
288,324,
289,321,
288,318,
286,316,
283,313,
274,299,
271,297,
268,296,
268,293,
271,287,
266,283,
265,281,
266,278,
260,276,
241,278,
241,276,
243,275,
247,274,
254,275,
254,273,
247,273,
241,272,
235,270,
230,267,
224,261,
223,260,
221,260,
218,258,
216,256,
217,255,
214,253,
205,244,
200,242,
198,240,
196,239,
195,240,
194,241,
193,241,
191,239,
192,237,
193,236,
197,234,
199,234,
200,234,
204,234,
205,234,
206,235,
207,236,
208,236,
209,235,
210,235,
211,235,
212,236,
214,237,
216,239,
219,242,
220,243,
222,244,
224,245,
225,246,
225,245,
226,245,
226,244,
225,242,
225,241,
225,239,
225,238,
226,236,
230,233,
231,232,
235,230,
236,229,
236,227,
236,227,
236,226,
235,225,
235,224,
235,222,
236,219,
236,219,
237,214,
238,212,
238,211,
238,210,
237,209,
236,208,
235,207,
235,206,
235,205,
236,203,
237,202,
239,201,
241,200,
241,200,
243,198,
245,197,
246,196,
248,196,
249,196,
250,197,
251,197,
255,200,
260,208,
261,210,
263,211,
264,211,
266,211,
270,210,
273,209,
274,208,
275,208,
277,208,
281,211,
282,214,
283,215,
285,217,
285,218,
285,219,
282,223,
282,225,
280,230,
281,231,
282,234,
282,236,
281,241,
282,245,
285,250,
286,252,
290,256,
291,259,
295,264,
296,266,
297,267,
298,267,
300,267,
302,266,
302,265,
304,266,
307,271,
306,272,
306,273,
305,274,
304,274,
301,275,
290,283,
288,283,
286,285,
282,291,
280,292,
280,293,
280,293,
280,295,
279,296,
280,297,
282,298,
286,300,
290,301,
293,301,
295,301,
297,303,
