659,477,
657,475,
656,474,
653,473,
649,470,
648,468,
647,464,
646,462,
645,462,
643,461,
636,459,
634,458,
634,457,
633,456,
631,444,
630,442,
629,441,
629,440,
621,435,
620,435,
618,433,
610,422,
609,422,
607,422,
603,422,
600,423,
599,423,
598,422,
596,422,
593,420,
591,419,
590,418,
586,417,
583,416,
579,412,
578,412,
577,411,
577,411,
576,411,
574,412,
573,413,
573,413,
570,417,
570,417,
569,417,
565,418,
564,418,
563,418,
562,419,
561,420,
560,420,
560,418,
559,417,
558,416,
552,414,
549,412,
549,411,
547,409,
539,389,
539,386,
537,383,
536,381,
534,378,
534,376,
533,373,
534,367,
537,360,
550,345,
555,333,
557,330,
563,322,
572,310,
574,306,
573,302,
571,294,
571,289,
571,285,
573,282,
576,278,
576,277,
572,276,
549,276,
517,275,
511,273,
490,263,
477,257,
467,252,
440,240,
443,230,
444,228,
446,226,
456,215,
457,214,
460,208,
460,206,
461,205,
460,205,
461,202,
461,199,
461,197,
461,196,
460,194,
459,193,
459,190,
456,185,
456,184,
455,181,
455,178,
456,177,
457,176,
459,172,
459,172,
460,172,
461,172,
462,171,
462,170,
464,167,
466,162,
466,161,
465,158,
464,157,
465,155,
465,154,
464,153,
463,151,
463,151,
463,150,
464,140,
464,138,
464,131,
464,129,
465,128,
466,127,
468,125,
470,124,
471,124,
473,121,
477,119,
479,118,
480,118,
487,117,
489,117,
491,117,
492,117,
492,117,
491,115,
490,115,
488,113,
487,113,
486,111,
486,109,
486,105,
486,103,
486,102,
485,101,
484,100,
483,99,
482,99,
479,98,
479,98,
493,94,
501,90,
501,84,
499,76,
499,67,
499,66,
499,65,
501,63,
502,64,
503,64,
505,64,
509,69,
515,79,
519,90,
518,97,
515,93,
509,79,
513,97,
513,104,
506,110,
510,109,
512,107,
514,105,
517,104,
516,105,
516,106,
516,108,
517,110,
518,107,
519,102,
520,99,
531,129,
544,160,
560,186,
601,241,
605,244,
619,261,
627,270,
633,267,
635,268,
640,269,
642,271,
642,275,
642,278,
644,282,
647,284,
657,300,
660,302,
673,319,
682,328,
688,326,
689,330,
691,339,
693,343,
696,346,
711,351,
716,351,
721,351,
726,352,
730,354,
736,362,
739,364,
742,373,
740,373,
737,371,
733,371,
732,373,
731,382,
730,384,
727,385,
723,384,
719,383,
717,382,
714,379,
711,374,
709,371,
707,372,
705,371,
696,364,
684,359,
679,359,
675,363,
673,366,
673,368,
675,373,
677,379,
678,380,
679,381,
680,381,
680,383,
676,385,
665,387,
661,388,
659,391,
658,395,
